Description,clean_desc,prod_cluster
2 picture book eggs easter bunny,2 picture book eggs easter bunny,7
pink metal swinging bunny,pink metal swinging bunny,2
assorted farmyard animals in bucket,assorted farmyard animals in bucket,7
red paper parasol,red paper parasol,10
mini  zinc garden decorations,mini zinc garden decorations,7
medium ceramic top storage jar,medium ceramic top storage jar,7
zinc heart lattice 2 wall planter,zinc heart lattice 2 wall planter,3
flag of st george,flag of st george,7
blue victorian fabric oval box,blue victorian fabric oval box,4
blue savannah picnic hamper for 2,blue savannah picnic hamper for 2,4
hen house w family in barn & nest,hen house w family in barn nest,7
red/cream stripe cushion cover,red cream stripe cushion cover,11
pink cherry blossom cup & saucer,pink cherry blossom cup saucer,2
"diamante heart shaped wall mirror,",diamante heart shaped wall mirror,3
"letter ""r"" bling key ring",letter r bling key ring,0
four rabbit easter decorations,four rabbit easter decorations,7
set of 4 green carousel coasters,set of 4 green carousel coasters,1
small round cut glass candlestick,small round cut glass candlestick,7
pink hydrangea art flower,pink hydrangea art flower,9
crochet rose purse with suede back,crochet rose purse with suede back,8
la palmiera tile hook,la palmiera tile hook,7
small white/pink rose art flower,small white pink rose art flower,9
oyster trinket box,oyster trinket box,7
beaded crystal heart blue  large,beaded crystal heart blue large,4
green fern pocket book,green fern pocket book,7
mirrored wall art poppies,mirrored wall art poppies,5
set/6 posies paper plates,set 6 posies paper plates,10
five cats hanging decoration,five cats hanging decoration,3
red daisy paper lampshade,red daisy paper lampshade,10
pig mug in two colour designs,pig mug in two colour designs,7
flames sunglasses pink lenses,flames sunglasses pink lenses,2
pink pillar candle silver flock,pink pillar candle silver flock,2
standing fairy pole support,standing fairy pole support,7
2 picture book eggs easter ducks,2 picture book eggs easter ducks,7
ruby drop chandelier earrings,ruby drop chandelier earrings,7
vintage enamel & crystal earrings,vintage enamel crystal earrings,6
columbian  cube candle,columbian cube candle,7
2 picture book eggs easter chicks,2 picture book eggs easter chicks,7
glass sphere candle stand medium,glass sphere candle stand medium,7
vintage bead pink shade,vintage bead pink shade,2
"letter ""g"" bling key ring",letter g bling key ring,0
sunset colour chunky knitted throw,sunset colour chunky knitted throw,7
large blue provencal ceramic ball,large blue provencal ceramic ball,4
rectangular shaped mirror,rectangular shaped mirror,7
decorative hanging shelving unit,decorative hanging shelving unit,3
black glass bracelet w heart charms,black glass bracelet w heart charms,3
turquoise bertie glass bead charm,turquoise bertie glass bead charm,7
white/pink chick easter decoration,white pink chick easter decoration,2
hanging wood and felt heart,hanging wood and felt heart,3
easter craft ivy wreath with chick,easter craft ivy wreath with chick,8
white beaded garland string 20light,white beaded garland string 20light,8
steel sweetheart round table cream,steel sweetheart round table cream,7
teatime push down rubber,teatime push down rubber,7
3 wick christmas briar candle,3 wick christmas briar candle,6
s/2 zinc heart design planters,s 2 zinc heart design planters,3
cupid scented candle in glass,cupid scented candle in glass,7
magic garden felt garland,magic garden felt garland,7
white heart of glass bracelet,white heart of glass bracelet,3
pink heart of glass bracelet,pink heart of glass bracelet,3
amber glass/silver bracelet,amber glass silver bracelet,7
long silver necklace pastel flower,long silver necklace pastel flower,9
gold/m.o.p pendant orbit necklace,gold m o p pendant orbit necklace,7
silver/m.o.p pendant orbit necklace,silver m o p pendant orbit necklace,7
floral bathroom set,floral bathroom set,1
green metal swinging bunny,green metal swinging bunny,7
vintage notebook travelogue,vintage notebook travelogue,6
small chunky glass roman  bowl,small chunky glass roman bowl,7
glass chalice green  large,glass chalice green large,7
gold teddy bear,gold teddy bear,7
black bird garden design mug,black bird garden design mug,7
15 pink fluffy chicks in box,15 pink fluffy chicks in box,2
zinc heart lattice tray oval,zinc heart lattice tray oval,3
set of 6 ice cream skittles,set of 6 ice cream skittles,1
blue cushion cover with flower,blue cushion cover with flower,11
pink yellow patch cushion cover,pink yellow patch cushion cover,11
a4 wall tidy red flowers,a4 wall tidy red flowers,5
peach knitted hen,peach knitted hen,7
incense bazaar peach,incense bazaar peach,7
tranquility masala incense,tranquility masala incense,7
ocean stripe hammock,ocean stripe hammock,7
vintage shells print,vintage shells print,6
elephant clip w suction cup,elephant clip w suction cup,7
cherry blossom decorative flask,cherry blossom decorative flask,7
white hydrangea art flower,white hydrangea art flower,9
cream climbing hydranga art flower,cream climbing hydranga art flower,9
blue stones on wire for candle,blue stones on wire for candle,4
candy heart hanging decoration,candy heart hanging decoration,3
glitter heart decoration,glitter heart decoration,3
pink jewelled photo frame,pink jewelled photo frame,2
gingham heart decoration,gingham heart decoration,3
pink gauze butterfly lampshade,pink gauze butterfly lampshade,2
cherry blossom canvas art picture,cherry blossom canvas art picture,7
botanical lavender gift wrap,botanical lavender gift wrap,7
pink/purple retro radio,pink purple retro radio,2
medium pink buddha head,medium pink buddha head,2
"pet mug, goldfish",pet mug goldfish,7
tiny crystal bracelet green,tiny crystal bracelet green,7
necklace+bracelet pink butterfly,necklace bracelet pink butterfly,2
ice cream design garden parasol,ice cream design garden parasol,7
set 2 pantry design tea towels,set 2 pantry design tea towels,7
mini jigsaw leap frog,mini jigsaw leap frog,7
metal rabbit ladder easter,metal rabbit ladder easter,7
lunch box with cutlery fairy cakes,lunch box with cutlery fairy cakes,8
cotton apron pantry design,cotton apron pantry design,7
girls alphabet iron on patches,girls alphabet iron on patches,7
boys alphabet iron on patches,boys alphabet iron on patches,7
white travel alarm clock,white travel alarm clock,8
floral pink monster,floral pink monster,2
candy spot tea cosy,candy spot tea cosy,7
icon mug revolutionary,icon mug revolutionary,7
"acrylic jewel snowflake, pink",acrylic jewel snowflake pink,2
"pocket mirror ""glamorous""",pocket mirror glamorous,7
white enamel flower hair tie,white enamel flower hair tie,9
green enamel flower hair tie,green enamel flower hair tie,9
butterfly hair band,butterfly hair band,7
fire polished glass bracelet black,fire polished glass bracelet black,7
blue murano twist bracelet,blue murano twist bracelet,4
jade crystal+glass bracelet,jade crystal glass bracelet,7
ruby glass cluster bracelet,ruby glass cluster bracelet,7
midnight blue glass/silver bracelet,midnight blue glass silver bracelet,4
painted sea shell metal windchime,painted sea shell metal windchime,7
folding shoe tidy,folding shoe tidy,7
madras notebook medium,madras notebook medium,7
square metal candleholder base,square metal candleholder base,7
assorted tutti frutti keyring ball,assorted tutti frutti keyring ball,7
m/colour pom-pom curtain,m colour pom pom curtain,7
black cherry lights,black cherry lights,7
cracked glaze earrings brown,cracked glaze earrings brown,7
black vintage  crystal earrings,black vintage crystal earrings,6
black crystal drop earrings,black crystal drop earrings,7
white vintage crystal earrings,white vintage crystal earrings,6
white vint art deco crystal necklac,white vint art deco crystal necklac,8
black vint art dec crystal necklace,black vint art dec crystal necklace,7
new baroque small necklace black,new baroque small necklace black,7
sweetheart carry-all basket,sweetheart carry all basket,7
lilac gauze butterfly lampshade,lilac gauze butterfly lampshade,7
pink/purple circle curtain,pink purple circle curtain,2
giant medina stamped metal bowl,giant medina stamped metal bowl,7
pink flowers rabbit easter,pink flowers rabbit easter,2
purple amethyst necklace w tassel,purple amethyst necklace w tassel,7
blue/nat shell necklace w pendant,blue nat shell necklace w pendant,4
silver/nat shell necklace w pendant,silver nat shell necklace w pendant,7
silver m.o.p orbit drop earrings,silver m o p orbit drop earrings,7
filigree diamante earrings,filigree diamante earrings,7
jade drop earrings w filigree,jade drop earrings w filigree,7
grass hopper wooden wall clock,grass hopper wooden wall clock,5
ivory string curtain with pole,ivory string curtain with pole,8
pink square table clock,pink square table clock,2
pink monte carlo handbag,pink monte carlo handbag,2
pink disco handbag,pink disco handbag,2
musical zinc heart decoration,musical zinc heart decoration,3
retrospot wooden heart decoration,retrospot wooden heart decoration,3
hanging metal chicken decoration,hanging metal chicken decoration,3
pantry scrubbing brush,pantry scrubbing brush,7
hanging heart with bell,hanging heart with bell,3
set of 4 pantry jelly moulds,set of 4 pantry jelly moulds,1
travel card wallet flower meadow,travel card wallet flower meadow,0
travel card wallet pantry,travel card wallet pantry,0
travel card wallet skulls,travel card wallet skulls,0
travel card wallet vintage rose,travel card wallet vintage rose,0
travel card wallet transport,travel card wallet transport,0
travel card wallet retrospot,travel card wallet retrospot,0
travel card wallet keep calm,travel card wallet keep calm,0
giraffe wooden ruler,giraffe wooden ruler,7
revolver wooden ruler,revolver wooden ruler,7
potting shed rose candle,potting shed rose candle,9
"retro pill box , revolutionary",retro pill box revolutionary,7
travel card wallet retro petals,travel card wallet retro petals,0
travel card wallet suki,travel card wallet suki,0
travel card wallet vintage ticket,travel card wallet vintage ticket,0
pantry rolling pin,pantry rolling pin,7
travel card wallet union jack,travel card wallet union jack,0
travel card wallet i love london,travel card wallet i love london,0
"retro tin ashtray,revolutionary",retro tin ashtray revolutionary,7
french floral cushion cover,french floral cushion cover,11
fuschia table run flower,fuschia table run flower,9
dotcomgiftshop tea towel,dotcomgiftshop tea towel,7
childrens cutlery polkadot blue,childrens cutlery polkadot blue,4
childrens cutlery polkadot pink,childrens cutlery polkadot pink,2
s/3 pink square planters roses,s 3 pink square planters roses,2
purple/copper hanging lampshade,purple copper hanging lampshade,7
blue white plastic rings lampshade,blue white plastic rings lampshade,4
gold m.o.p orbit drop earrings,gold m o p orbit drop earrings,7
white vintage crystal bracelet,white vintage crystal bracelet,6
silver lariat 40cm,silver lariat 40cm,7
new baroque b'fly necklace crystal,new baroque b fly necklace crystal,7
glass bead hoop necklace amethyst,glass bead hoop necklace amethyst,7
silver bracelet w pastel flower,silver bracelet w pastel flower,9
new baroque b'fly necklace green,new baroque b fly necklace green,7
midnight blue copper flower necklac,midnight blue copper flower necklac,4
copper/olive green flower necklace,copper olive green flower necklace,9
raspberry ant copper flower necklac,raspberry ant copper flower necklac,9
glass bead hoop necklace green,glass bead hoop necklace green,7
glass bead hoop necklace montana,glass bead hoop necklace montana,7
pink and black string curtain,pink and black string curtain,2
pack 20 dolly pegs,pack 20 dolly pegs,7
swiss roll towel pink  spots,swiss roll towel pink spots,2
